image_path,label,source_dataset,split
dataset/dr_unified_v2/dr_unified_v2/train/0/41247_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/32235_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/3544_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/4361_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/20616_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/21079_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/ef4121e9bb67.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/GF-4a05f81b3aba.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/GF-4cde86044ad1.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/27200_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/3777_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/12825_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/6912_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/35309_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/1443_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/15574_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/6582_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/35524_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/8653_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/859_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/41622_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/1772_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/37626_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/16768_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/30784_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/37645_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/1291_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/18296_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/43242_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/37423_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/22613_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/6364_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/25277_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/43725_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/GF-7ee6de71c140.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/1df0431bfa73.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/41444_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/7aabd768abff.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/30972_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/11654_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/35742_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/43768_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/22339_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/32683_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/39311_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/11979_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/6913_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/6963_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/14071_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/17614_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/18891_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/43845_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/1442_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/39916_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/15575_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/6583_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/f62b8a076833.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/18858_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/35415_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/3541_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/27036_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/41592_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/4157_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/15713_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/1624_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/32003_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/38495_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/41071_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/16845_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/1896_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/GF-9b57e43b44e7.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/32529_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/4484_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/3545_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/13184_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/17472_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/09237bf783a4.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/38805_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/347_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/43724_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/18069_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/18855_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/27807_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/39127_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/6478_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/11181_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/35743_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/6152_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/22425_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/30006_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/43074_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/14840_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/43597_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/18543_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/11148_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/27117_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/41889_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/GF-ec6659926105.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/41623_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/32832_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/8186_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/9534_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/4966_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/16074_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/41840_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/32874_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/43542_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/25519_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/34413_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/26030_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/2547_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/10280_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/33379_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/28693_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/38910_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/15077_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/42843_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/31831_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/7965_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/1117_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/09662e462531.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/15020_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/12387_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/9978_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/28865_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/5198_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/15246_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/12461_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/12182_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/21426_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/33005_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/17127_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/40594_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/34908_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/37177_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/cc964bf04dbc.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/19545_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/42591_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/23423_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/7154_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/39308_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/31000_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/42558_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/10187_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/2895_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/5319_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/20583_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/26801_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/35216_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/9463_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/GF-a8854768549f.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/22814_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/17591_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/35070_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/17072_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/41376_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/33834_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/9180_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/11048_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/5960_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/13329_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/17558_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/22484_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/25545_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/36416_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/37311_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/24035_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/9061_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/33233_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/21610_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/5367_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/e30a890600e1.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/28864_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/15247_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/12657_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/3011_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/28731_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/33719_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/19359_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/33378_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/28692_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/17340_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/GF-29d059522fa1.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/1116_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/2292_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/11049_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/24203_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/36620_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/35071_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/9060_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/24729_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/9655_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/13328_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/2_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/43016_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/7648_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/38317_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/25722_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/43270_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/39309_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/20912_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/19259_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/10652_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/37176_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/9206_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/7681_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/18191_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/41111_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/31236_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/27443_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/7362_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/23615_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/24490_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/24125_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/33941_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/12749_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/34880_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/17979_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/24173_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/36550_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/36771_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/34410_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/60_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/5826_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/36599_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/33972_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/40716_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/17134_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/7538_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/38067_right.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/36987_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/4779_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/26022_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/40570_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/31846_left.jpg,0,unified,train
dataset/dr_unified_v2/dr_unified_v2/train/0/10522_right.jpg,0,unified,train
